,player_id,pitch1,pitch2,uses,tot_bb,exit_velo,exit_velo_minus,whiff_rate,whiff_rate_add
5701,656427,Curveball,Curveball,13,1,75.05,4.396153846153851,0.07692307692307693,-0.045883940620782715
5702,656427,Curveball,Changeup,3,0,,,0.3333333333333333,0.24472573839662445
5703,656427,Curveball,2-Seam Fastball,0,0,,,,
5704,656427,Curveball,Knuckle Curve,0,0,,,,
5705,656427,Changeup,4-Seam Fastball,22,4,86.47999999999999,0.08631853785900034,0.0,-0.09428129829984544
5706,656427,Changeup,Slider,14,2,80.8,0.2730158730158365,0.35714285714285715,0.12055749128919863
5707,656427,Changeup,Sinker,1,0,,,0.0,-0.08247422680412371
5708,656427,Changeup,Curveball,1,0,88.9,-9.453846153846158,0.0,-0.12280701754385964
5709,656427,Changeup,Changeup,11,2,88.03333333333335,-5.3857142857143,0.09090909090909091,0.0023014959723820505
5710,656427,Changeup,2-Seam Fastball,1,0,,,0.0,-0.10804597701149425
5711,656427,Changeup,Knuckle Curve,8,0,,,0.125,0.013077858880778587
5712,656427,2-Seam Fastball,4-Seam Fastball,101,17,88.01176470588234,-1.4454461680233521,0.12871287128712872,0.03443157298728328
5713,656427,2-Seam Fastball,Slider,101,9,77.29999999999998,3.7730158730158507,0.2376237623762376,0.001038396522579088
5714,656427,2-Seam Fastball,Sinker,0,0,,,,
5715,656427,2-Seam Fastball,Curveball,0,0,,,,
5716,656427,2-Seam Fastball,Changeup,5,2,91.75,-9.102380952380955,0.0,-0.08860759493670886
5717,656427,2-Seam Fastball,2-Seam Fastball,105,20,82.47999999999999,3.2315942028985916,0.08571428571428572,-0.022331691297208536
5718,656427,2-Seam Fastball,Knuckle Curve,26,1,65.5,23.7225806451613,0.15384615384615385,0.04192401272693244
5719,656427,Knuckle Curve,4-Seam Fastball,166,40,88.16000000000003,-1.593681462141035,0.04819277108433735,-0.04608852721550809
5720,656427,Knuckle Curve,Slider,109,12,79.10769230769232,1.9653235653235157,0.27522935779816515,0.03864399194450663
5721,656427,Knuckle Curve,Sinker,0,0,,,,
5722,656427,Knuckle Curve,Curveball,0,0,,,,
5723,656427,Knuckle Curve,Changeup,18,3,77.36666666666667,5.280952380952371,0.1111111111111111,0.022503516174402244
5724,656427,Knuckle Curve,2-Seam Fastball,26,6,96.8,-11.088405797101416,0.038461538461538464,-0.06958443854995579
5725,656427,Knuckle Curve,Knuckle Curve,38,2,68.25,20.9725806451613,0.10526315789473684,-0.006658983224484577
5726,676596,Sinker,Sinker,96,27,84.3952380952381,-2.3679653679653683,0.10416666666666667,0.013562639821029093
5727,676596,Sinker,Curveball,4,1,97.8,-2.6499999999999915,0.0,0.0
5728,676596,Sinker,Slider,60,11,87.43888888888888,-5.547222222222231,0.08333333333333333,0.006410256410256401
5729,676596,Sinker,Changeup,39,8,81.7,1.9896551724137908,0.1794871794871795,0.07948717948717948
5730,676596,Sinker,4-Seam Fastball,1,0,,,0.0,0.0
5731,676596,Curveball,Sinker,6,2,72.2,9.827272727272728,0.0,-0.09060402684563758
5732,676596,Curveball,Curveball,1,0,,,0.0,0.0
5733,676596,Curveball,Slider,0,0,,,,
5734,676596,Curveball,Changeup,0,0,,,,
5735,676596,Curveball,4-Seam Fastball,0,0,,,,
5736,676596,Slider,Sinker,60,20,81.9392857142857,0.08798701298702838,0.13333333333333333,0.04272930648769575
5737,676596,Slider,Curveball,0,0,,,,
5738,676596,Slider,Slider,33,3,84.51428571428572,-2.622619047619068,0.12121212121212122,0.04428904428904429
5739,676596,Slider,Changeup,34,6,85.22,-1.5303448275862053,0.058823529411764705,-0.0411764705882353
5740,676596,Slider,4-Seam Fastball,2,1,88.0,0.0,0.0,0.0
5741,676596,Changeup,Sinker,27,4,77.2818181818182,4.745454545454535,0.1111111111111111,0.020507084265473527
5742,676596,Changeup,Curveball,0,0,,,,
5743,676596,Changeup,Slider,25,4,76.01111111111112,5.8805555555555316,0.08,0.0030769230769230743
5744,676596,Changeup,Changeup,10,1,106.2,-22.51034482758621,0.0,-0.1
5745,676596,Changeup,4-Seam Fastball,0,0,,,,
5746,676596,4-Seam Fastball,Sinker,3,0,,,0.3333333333333333,0.24272930648769575
5747,676596,4-Seam Fastball,Curveball,0,0,,,,
5748,676596,4-Seam Fastball,Slider,0,0,,,,
5749,676596,4-Seam Fastball,Changeup,0,0,,,,
5750,676596,4-Seam Fastball,4-Seam Fastball,0,0,,,,
5751,667465,Sinker,Sinker,34,4,90.07499999999999,0.25833333333333997,0.058823529411764705,0.020848845867460906
5752,667465,Sinker,Slider,15,0,90.5,1.8499999999999943,0.26666666666666666,0.03589743589743588
5753,667465,Sinker,Changeup,10,1,70.5,4.775000000000006,0.1,0.037500000000000006
5754,667465,Slider,Sinker,12,0,,,0.08333333333333333,0.04535864978902953
5755,667465,Slider,Slider,5,0,94.2,-1.8500000000000085,0.4,0.16923076923076924
5756,667465,Slider,Changeup,3,0,,,0.0,-0.0625
5757,667465,Changeup,Sinker,11,4,95.31666666666666,-4.983333333333334,0.0,-0.0379746835443038
5758,667465,Changeup,Slider,1,0,,,0.0,-0.23076923076923078
5759,667465,Changeup,Changeup,1,1,65.7,9.575000000000003,0.0,-0.0625
5760,623167,Changeup,Changeup,4,3,81.3,7.171428571428564,0.0,-0.17142857142857143
5761,623167,Changeup,4-Seam Fastball,18,3,93.53333333333335,-3.489333333333363,0.16666666666666666,0.12916666666666665
5762,623167,Changeup,Curveball,0,0,,,,
5763,623167,Changeup,2-Seam Fastball,1,0,,,0.0,0.0
5764,623167,Changeup,Slider,2,0,,,0.0,-0.11666666666666667
5765,623167,4-Seam Fastball,Changeup,17,3,96.23333333333335,-7.761904761904788,0.23529411764705882,0.06386554621848739
